"ID",Profile Name,Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
0198b556-3337-7779-92cf-86e40cf43c5a,Caesar sage,13.00,,failed,debit,TJSGHQNLNP20,TJSGHQNLNP20,8/17/25
0197020c-9fd2-7ccc-992a-e4d384bbfe77,Friesen - Keeling,10.00,Test,success,debit,TGCIOCGFJ1XR,TGCIOCGFJ1XR,5/24/25
0197020c-9f97-7ccc-992a-d1488d11af64,Friesen - Keeling,90.00,Test,success,debit,TGCIOCGFJ1XR,TGCIOCGFJ1XR,5/24/25
01977f9d-12b8-755f-886f-c377a7f2c2d1,Friesen - Keeling,0.00,,failed,credit,TJA8SRHLXJPQ,TJA8SRHLXJPQ,6/17/25
01994062-2783-7991-b78b-2f38d0542a1d,Caesar sage,13.00,,failed,debit,TV8YH7PB2H2L,TV8YH7PB2H2L,9/13/25
01977f9d-34da-755f-886f-d03746794b64,Profile,10041.10,,failed,credit,TH14W13T9XXL,TH14W13T9XXL,6/17/25
01998099-b792-7996-b60f-2f36da4d861f,Profile,1000.00,,failed,debit,TIN594O1OFDB,TIN594O1OFDB,9/25/25
019dc25d-806e-7cc4-9a8a-2c6197c11253,Daniel Torkura,500.00,Funding for Deposit to Autosave test savings plan for 24 Apr,failed,credit,TYDNFXKBT0TH,TYDNFXKBT0TH,4/25/26
019a1b50-8fb4-7ff8-a055-62d0b7360b84,Another Demi,5000.00,Funding Such pug,success,debit,T17IJ0AI73SX,T17IJ0AI73SX,10/25/25
01991c54-ef1d-766f-ad86-229d17580a46,Caesar sage,13.00,,failed,debit,TEEWGXWWBORC,TEEWGXWWBORC,9/6/25
01994aae-5e9f-7998-a571-0511e3f6bd09,Caesar sage,13.00,,failed,debit,TN9I4DIDEMWD,TN9I4DIDEMWD,9/15/25
01995f48-2d65-744e-bad0-d4518010567f,Caesar sage,13.00,,failed,debit,T4VYAMP01Z2Y,T4VYAMP01Z2Y,9/19/25
01998da6-59b1-766d-94c0-9d8ddb35848d,Caesar sage,13.00,,failed,debit,T0ZH5INLLGNH,T0ZH5INLLGNH,9/28/25
0199a531-bcad-7bb7-b72f-f03b7f7603b1,John doe,5000.00,,failed,debit,TBKDPRO8AJKK,TBKDPRO8AJKK,10/2/25
01972093-1cb7-7aad-b8df-4e6665b6562a,Friesen - Keeling,10000.00,,success,credit,T7MTB41IW066,T7MTB41IW066,5/30/25
01963607-c9b2-7bb6-aac4-2f9196a212d3,Profile,10.00,Sodiq,success,debit,TPIWX1R7WLFY,TPIWX1R7WLFY,4/14/25
01977f99-3f62-766e-949e-83738e7b0ce5,Friesen - Keeling,502.05,,pending,credit,TFXGPSRXA7X9,TFXGPSRXA7X9,6/17/25
0198063b-3f7a-7bb5-9223-4a970cd04556,Profile,30.00,,failed,debit,TGFKU9G83L8S,TGFKU9G83L8S,7/14/25
0197d2bb-aec1-7998-ab71-cd201b4f48e2,Profile,30.00,,success,debit,TK491XDE8ZAY,TK491XDE8ZAY,7/4/25
019a1dd3-2a1d-7886-9e86-21245fa6fbd7,John doe,100000.00,,success,debit,T1D4UHQ0J4OE,T1D4UHQ0J4OE,10/26/25
0196a725-02f2-7668-87f5-3f85220040f0,Profile,2000.00,Sodiq,success,credit,T7016Y0LFEQD,T7016Y0LFEQD,5/6/25
0196a724-e6a2-7668-87f5-305cb80e83bc,Friesen - Keeling,10.00,Sodiq,success,debit,T7016Y0LFEQD,T7016Y0LFEQD,5/6/25
0196a724-e1bd-7668-87f5-27a6081516b0,Friesen - Keeling,2000.00,Sodiq,success,debit,T7016Y0LFEQD,T7016Y0LFEQD,5/6/25
0197020c-a2fc-7ccc-992a-ec09f6f8731d,Profile,90.00,Test,success,credit,TGCIOCGFJ1XR,TGCIOCGFJ1XR,5/24/25
0197d2bb-b739-7998-ab72-04c11c541ebe,Caesar sage,13.00,,success,debit,TJT863XA9YH5,TJT863XA9YH5,7/4/25
0198063b-406e-7bb5-9223-5acf6c5d2ba8,Caesar sage,13.00,,failed,debit,TRET4XDXF5RX,TRET4XDXF5RX,7/14/25
0198063b-4178-7bb5-9223-6bc8a7e8a1b9,Caesar sage,13.00,,failed,debit,TN77MBCZGTOM,TN77MBCZGTOM,7/14/25
01a05d97-e781-7889-bb23-c4971288a425,Oajuwon Kaela,7800.00,Wallet top up,success,credit,TJMNVDUICG9U,TJMNVDUICG9U,9/1/26
0198b9a8-5a7e-7779-92d0-cc007a409753,"Stoltenberg, Howe and Gleichner",100.23,Sodiq,success,debit,TG45IQ8QWPLO,TG45IQ8QWPLO,8/17/25
0198b9a8-5a9a-7779-92d0-d9fe9c918b6e,"Stoltenberg, Howe and Gleichner",10.00,Sodiq,success,debit,TG45IQ8QWPLO,TG45IQ8QWPLO,8/17/25
01998f0d-8e82-7ff9-9f60-cf59c3d8d062,Profile,600.00,Transfer to John Doe,success,debit,TLGRO8FIG5NF,TLGRO8FIG5NF,9/28/25
01998f0d-8ed0-7ff9-9f60-de3e67cdfb48,Profile,10.00,Transfer to John Doe,success,debit,TLGRO8FIG5NF,TLGRO8FIG5NF,9/28/25
0198b9a8-7d46-7779-92d1-90946a683115,"Stoltenberg, Howe and Gleichner",10.00,Sodiq,success,debit,TU3Y3EQRY6F6,TU3Y3EQRY6F6,8/17/25
0198b9a8-7cee-7779-92d1-8b5c2bafa15d,"Stoltenberg, Howe and Gleichner",10.00,Sodiq,success,debit,TX5LWZXANFL1,TX5LWZXANFL1,8/17/25
0199217b-8493-7000-9309-1d5fc8e6352a,Caesar sage,13.00,,failed,debit,T55JU1T8NV4G,T55JU1T8NV4G,9/7/25
01994fd4-d440-7dd8-af98-6f484a44b542,Caesar sage,13.00,,failed,debit,T6TYN2J8ZMNR,T6TYN2J8ZMNR,9/16/25
0199646e-4fd0-766d-89ac-bcedf1a0e359,Caesar sage,13.00,,failed,debit,T4GMCWAIQXO2,T4GMCWAIQXO2,9/20/25
0199a531-be22-7bb7-b730-07171c0ff6de,John doe,5000.00,,success,debit,TMHRTIEJDSB8,TMHRTIEJDSB8,10/2/25
0198b9a8-8062-7779-92d1-c594c281df97,"Stoltenberg, Howe and Gleichner",10.00,Sodiq,success,debit,TU3Y3EQRY6F6,TU3Y3EQRY6F6,8/17/25
01963623-39b6-7bb6-aac4-57b198c557fb,Profile,177.00,hyuuu,success,debit,T4PW8XOR7CNE,T4PW8XOR7CNE,4/14/25
01963623-3aa4-7bb6-aac4-628b48c96cf8,Profile,10.00,hyuuu,success,debit,T4PW8XOR7CNE,T4PW8XOR7CNE,4/14/25
0196a72f-6466-7bbe-a0f8-c06ac0e1e27b,Friesen - Keeling,2300.00,Dispute resolved for transaction TFKLHWW351QJ,success,credit,TFKLHWW351QJ,TFKLHWW351QJ,5/6/25
01972110-9366-7ff5-ba7b-59af5cd84761,Friesen - Keeling,10.00,t,success,debit,T3SGUC594YN3,T3SGUC594YN3,5/30/25
01972110-9357-7ff5-ba7b-4d1ba100908f,Friesen - Keeling,1000.00,t,success,debit,T3SGUC594YN3,T3SGUC594YN3,5/30/25
01974e79-b1ff-7330-801a-baf60409b4aa,Profile,100.00,,success,debit,TKPHEI2X7DYF,TKPHEI2X7DYF,6/8/25
0197020e-fdb9-7ccc-992b-0e77c6cd9e28,Friesen - Keeling,10.00,try,success,debit,T84BB9HHGOPU,T84BB9HHGOPU,5/24/25
0197020e-fd78-7ccc-992a-f9836bb26036,Friesen - Keeling,2000.00,try,success,debit,T84BB9HHGOPU,T84BB9HHGOPU,5/24/25
019926a2-2c74-7881-a96f-46c3427317db,Caesar sage,13.00,,failed,debit,TP6SPSAF4YT6,TP6SPSAF4YT6,9/8/25
01977f99-7772-7116-8187-37cf39731227,Friesen - Keeling,303.58,,failed,credit,TAHYJA40T7DG,TAHYJA40T7DG,6/17/25
01977f99-9d71-7116-8187-4315ad105d1b,Friesen - Keeling,100410.96,,failed,credit,TM0C0AH0LLDK,TM0C0AH0LLDK,6/17/25
019954fb-2331-7ccc-aaf4-8b7ae394e4db,Caesar sage,13.00,,failed,debit,T3HXXW1PW6SU,T3HXXW1PW6SU,9/17/25
01977f99-bdce-7116-8187-533874b6161c,Friesen - Keeling,100410.96,,failed,credit,TAJ928GSKRNB,TAJ928GSKRNB,6/17/25
01977f99-e20f-7116-8187-6164ca9ca8f4,Friesen - Keeling,101193.09,,failed,credit,TGMFSW4D8CX9,TGMFSW4D8CX9,6/17/25
01996994-d230-799f-bfea-d771b3f9cdaa,Caesar sage,13.00,,failed,debit,TIYQF7NQ3ZWN,TIYQF7NQ3ZWN,9/21/25
01977f9a-0386-7116-8187-715dde3f3cab,Friesen - Keeling,502.05,,failed,credit,TILENE5KA5G3,TILENE5KA5G3,6/17/25
01977f9a-3110-7116-8187-813a13ee0fb0,Profile,13676.31,,success,credit,T3GGXSQMT72R,T3GGXSQMT72R,6/17/25
0197d2bb-b3c2-7998-ab71-e3cd8d8cb8e0,Caesar sage,13.00,,success,debit,TJL2Q1AR8DPQ,TJL2Q1AR8DPQ,7/4/25
019a2000-dd1f-7886-9e86-5115c4beba93,Another Demi,100.00,Adas,failed,debit,TB2BABU7KX7Z,TB2BABU7KX7Z,10/26/25
019a2000-dd2d-7886-9e86-620964c963f2,Another Demi,10.00,Adas,failed,debit,TB2BABU7KX7Z,TB2BABU7KX7Z,10/26/25
01998f47-da71-7ff7-aa4f-5c76402df994,Profile,200.00,Our,success,debit,TH8HCL1ZNFNV,TH8HCL1ZNFNV,9/28/25
01998f47-da89-7ff7-aa4f-6c93aa757794,Profile,10.00,Our,success,debit,TH8HCL1ZNFNV,TH8HCL1ZNFNV,9/28/25
01972110-a73a-7ff5-ba7b-653fbac9c7c4,Friesen - Keeling,1000.00,t,success,credit,T3SGUC594YN3,T3SGUC594YN3,5/30/25
01974e79-d4cb-7330-801a-d92a0852519e,Profile,100.00,,success,debit,TGO67WBXYGV3,TGO67WBXYGV3,6/8/25
019a2247-0cf6-7007-b86c-854ac2d903e2,Another Demi,500.00,Deposit to Christmas Autosave savings plan,processing,debit,T948QFHN1QPC,T948QFHN1QPC,10/26/25
01963a1b-753c-7dd5-8eae-0615c3ac197d,Profile,1000.00,dkdk3,success,debit,TSEMXOBS4JM1,TSEMXOBS4JM1,4/15/25
01963a1b-768d-7dd5-8eae-11bed891d0df,Profile,10.00,dkdk3,success,debit,TSEMXOBS4JM1,TSEMXOBS4JM1,4/15/25
01977f9a-537c-7116-8187-a47ba27af430,Friesen - Keeling,0.00,,failed,credit,TUYKGKD11AXF,TUYKGKD11AXF,6/17/25
01a066e5-bdc1-7773-8d13-c74526a0aa26,vee Hii,75817.06,"Overdraft repayment of NGN 75,817.06",success,debit,ODR-019edad4-65a2-7775-a613-ff9b1273c353-01a066e5-bc53-7773-8d13-b33c65d88ca2,ODR-019edad4-65a2-7775-a613-ff9b1273c353-01a066e5-bc53-7773-8d13-b33c65d88ca2,9/3/26
0196ac11-4679-7cca-bb5b-d89faa70b37a,Friesen - Keeling,2300.00,Bill payment to abuja_electric_postpaid for 2345678903,success,debit,TE88XDM6FZNK,TE88XDM6FZNK,5/7/25
0197020f-1077-7ccc-992b-1596a1500a01,Profile,2000.00,try,success,credit,T84BB9HHGOPU,T84BB9HHGOPU,5/24/25
0197d525-c3d2-7eef-9c7d-d476483bd2fd,Caesar sage,1039.87,,failed,credit,TODAYMFW60TJ,TODAYMFW60TJ,7/4/25
0198b9a8-8124-7779-92d1-cb2c439c4938,"Stoltenberg, Howe and Gleichner",10.00,Sodiq,success,debit,TX5LWZXANFL1,TX5LWZXANFL1,8/17/25
019a8103-e5e8-7bbb-865c-ce9e4dadeb6a,Another Demi,100.00,,success,credit,TR7B7C3I3C1R,TR7B7C3I3C1R,11/14/25
01992bc8-7264-711a-a755-e818fddae259,Caesar sage,13.00,,failed,debit,TPHO4L2O0NSQ,TPHO4L2O0NSQ,9/9/25
01995a21-562e-7992-9c84-796bdd74dab9,Caesar sage,13.00,,failed,debit,T8CWNDFP9HXV,T8CWNDFP9HXV,9/18/25
01996ebb-d43d-722a-a773-fa6b60cdd625,Caesar sage,13.00,,failed,debit,T3LJK4NTU2LN,T3LJK4NTU2LN,9/22/25
01998f48-09d3-7ff7-aa50-165cfe0cb1e5,Profile,200.00,Our,success,debit,T6C9BYLVVI1D,T6C9BYLVVI1D,9/28/25
01998f48-0a25-7ff7-aa50-204ccead22e0,Profile,10.00,Our,success,debit,T6C9BYLVVI1D,T6C9BYLVVI1D,9/28/25
01a0a639-ccae-7118-9ae1-5898e03b5baf,Timi Idowu,5000.00,Funding for Deposit to ₦5K for 90 Days savings plan for 14 Sept,success,credit,TAJE1EBKZPR6,TAJE1EBKZPR6,9/15/26
0197211c-9807-788b-812a-4e7a3b982a6b,Friesen - Keeling,10000.00,,success,debit,TMD0EBTH2DVZ,TMD0EBTH2DVZ,5/30/25
01980853-4e0e-7bb5-9223-d308d88e2c6c,Profile,200000.00,,failed,debit,T3WFJW2BYZ8G,T3WFJW2BYZ8G,7/14/25
01974e7c-7419-7995-9461-25693d20f9b8,Profile,100.00,,success,debit,TTIPDHH8BTWO,TTIPDHH8BTWO,6/8/25
01963a52-64a4-7dd5-8eae-ba9eb10b84ef,Profile,1000.00,ddkdkd,success,debit,TC88QZ0X1J5E,TC88QZ0X1J5E,4/15/25
01963a52-657c-7dd5-8eae-c955d03c22cc,Profile,10.00,ddkdkd,success,debit,TC88QZ0X1J5E,TC88QZ0X1J5E,4/15/25
0196aed1-d439-7772-834b-bbe85202d99a,Friesen - Keeling,29.00,,success,debit,TNPVQX4WA67E,TNPVQX4WA67E,5/8/25
01970221-7ff6-7ccc-992b-43a1391e240d,Friesen - Keeling,324.56,WITHDRAWAL,success,debit,908,908,5/24/25
01977f9b-029a-7aa4-9b7c-10c74b06d516,Friesen - Keeling,303.58,,failed,credit,T7D8SFX9KM46,T7D8SFX9KM46,6/17/25
0198ba7c-75c3-7bb9-9733-064b0116a8ab,Caesar sage,13.00,,failed,debit,TCBZAK01Q1M4,TCBZAK01Q1M4,8/18/25
0197d526-c858-7eef-9c7d-ecb27040ac9a,Caesar sage,1000.48,,failed,credit,TRLO2IFHAIZX,TRLO2IFHAIZX,7/4/25
019930ef-02a1-700f-aee2-ff3c003603f0,Caesar sage,13.00,,failed,debit,T3A1YE88AIUD,T3A1YE88AIUD,9/10/25
019a2247-142e-7007-b86c-99977bede201,Another Demi,500.00,Funding Christmas Autosave,success,debit,TS4ORMESOWT9,TS4ORMESOWT9,10/26/25
019973e1-cac6-7222-9bed-3894d6675bd7,Caesar sage,13.00,,failed,debit,TO4TSB7VFJ03,TO4TSB7VFJ03,9/23/25
01998f48-f54b-7ff7-aa50-cde8ea2da080,Profile,200.00,Our,success,debit,TLREX5S05C9L,TLREX5S05C9L,9/28/25
01998f48-f558-7ff7-aa50-dd3d608e73f2,Profile,10.00,Our,success,debit,TLREX5S05C9L,TLREX5S05C9L,9/28/25
019a224b-d411-7007-b86e-c31eba61a36f,Another Demi,500.00,Deposit to Christmas Autosave savings plan,processing,debit,TU44PP3YEQKY,TU44PP3YEQKY,10/26/25
0197217e-02dc-7ccd-98c4-5df31014125f,Friesen - Keeling,4000.00,,success,debit,TB4P63I0JX6J,TB4P63I0JX6J,5/30/25
01980857-1d75-7bb5-9224-0062d538bb22,Profile,200000.00,,failed,debit,TH9FTWMQXF5D,TH9FTWMQXF5D,7/14/25
01974e7c-818b-7995-9461-3fa6ac2a911a,Profile,100.00,,success,debit,TD5GZO9I91MK,TD5GZO9I91MK,6/8/25
0196aee0-96b2-7772-834b-c95ce05584e4,Friesen - Keeling,29.00,,success,debit,T1P96DEU85IU,T1P96DEU85IU,5/8/25
01974e7c-a7ae-7995-9461-a7ef1261a667,Profile,100.00,,success,debit,TKRCOYOSY3D8,TKRCOYOSY3D8,6/8/25
0196aee0-e5dd-7772-834b-dacc4dcef948,Friesen - Keeling,2728.00,,success,debit,TBJLUKCQZT71,TBJLUKCQZT71,5/8/25
0198ba7c-e86f-7bb9-9733-2ce7577ab967,Caesar sage,13.00,,failed,debit,TDF3HRCTYQ64,TDF3HRCTYQ64,8/18/25
0197022a-b50c-7ffc-8bb2-24817a5e860a,Friesen - Keeling,10000.00,,success,credit,TDE1EG9P848H,TDE1EG9P848H,5/24/25
01977f9b-2442-7aa4-9b7c-26cec5cf4e85,Friesen - Keeling,1506.16,,failed,credit,TOA1CURDWY4O,TOA1CURDWY4O,6/17/25
01a05dab-ed52-7889-bb25-46efa1ba6d19,Oajuwon Kaela,1200.00,Wallet top up,success,credit,T51BG6TTWHLV,T51BG6TTWHLV,9/1/26
01977f9b-4664-7aa4-9b7c-32f51c16a963,Friesen - Keeling,303.58,,failed,credit,TZHJJRQWMJKS,TZHJJRQWMJKS,6/17/25
01993614-bbfd-788e-8433-9117fe06ddda,Caesar sage,13.00,,failed,debit,T7E5CAF7BAPJ,T7E5CAF7BAPJ,9/11/25
01977f9b-5f28-7aa4-9b7c-474e2a197388,Friesen - Keeling,200821.92,,failed,credit,T1FX13NM5HKC,T1FX13NM5HKC,6/17/25
01977f9b-813c-7aa4-9b7c-56f297306c62,Friesen - Keeling,505.96,,failed,credit,TIGFYGQ1J2RF,TIGFYGQ1J2RF,6/17/25
01997908-626c-7116-806c-079f2d920a9d,Caesar sage,13.00,,failed,debit,TXSLD1QHPCKN,TXSLD1QHPCKN,9/24/25
01977f9b-9a65-7aa4-9b7c-64a8a39a3ab0,Friesen - Keeling,7.03,,failed,credit,T0OTD1CKBDT8,T0OTD1CKBDT8,6/17/25
01977f9b-b3f0-7aa4-9b7c-72d362bc65f2,Profile,1008.22,,failed,credit,TW9VHP9G9EJT,TW9VHP9G9EJT,6/17/25
01977f9b-da9e-7aa4-9b7c-87fe8eec7f4a,Friesen - Keeling,101192.69,,failed,credit,TUM8D8PO8IEX,TUM8D8PO8IEX,6/17/25
01977f9b-fe7e-7aa4-9b7c-93b312129833,Friesen - Keeling,0.00,,failed,credit,T7KIOAWUO5CF,T7KIOAWUO5CF,6/17/25
0197d528-04c2-7eef-9c7e-1fb2bd8928ad,Caesar sage,1000.00,,success,debit,T78PS0P3DCR8,T78PS0P3DCR8,7/4/25
01998f49-6c73-7ff7-aa51-85945d443549,Profile,200.00,Our,success,debit,T3AKS0DFJ90G,T3AKS0DFJ90G,9/28/25
01998f49-6c82-7ff7-aa51-96ddc4990373,Profile,10.00,Our,success,debit,T3AKS0DFJ90G,T3AKS0DFJ90G,9/28/25
0193b11c-880e-7cc9-bc86-938e49cba0d0,Profile,10.00,Sodiq,processing,debit,Twevtcgrppv,Twevtcgrppv,12/10/24
0196aee9-88fa-7772-834b-ec321aca223e,Friesen - Keeling,2728.00,,success,debit,TU6597UPA7GE,TU6597UPA7GE,5/8/25
0197217f-a526-7ccd-98c4-9a8a624d2250,Friesen - Keeling,5000.00,,success,debit,T6DA1DGS3XNQ,T6DA1DGS3XNQ,5/30/25
01970232-2382-7ffc-8bb2-377f1dbb008d,Friesen - Keeling,10000.00,,success,credit,T8IET6YC0CD0,T8IET6YC0CD0,5/24/25
01980b61-a167-711b-af82-01fe155d802e,Profile,30.00,,failed,debit,T568CZVHHLI1,T568CZVHHLI1,7/15/25
01974e7c-8e94-7995-9461-6291628fe7fb,Profile,100.00,,success,debit,TSYE4QDH6CCR,TSYE4QDH6CCR,6/8/25
01977f9d-4e40-755f-886f-e2285d804ce4,Friesen - Keeling,500.21,,failed,credit,TFCVDMZ85ACD,TFCVDMZ85ACD,6/17/25
019a224b-d4c7-7007-b86e-c8ff1501dc0b,Another Demi,500.00,,success,debit,TRMPGPBUXNV8,TRMPGPBUXNV8,10/26/25
01974e7c-9b5c-7995-9461-80a1a9d4fde8,Profile,100.00,,success,debit,T7C68PVNPIT9,T7C68PVNPIT9,6/8/25
01977f9c-2d93-7aa4-9b7c-a221f776f6ba,Friesen - Keeling,500.21,,pending,credit,TAX580DZJQ59,TAX580DZJQ59,6/17/25
01980b61-a311-711b-af82-13c723c5733d,Caesar sage,13.00,,failed,debit,TDU9Y371KT9S,TDU9Y371KT9S,7/15/25
0197d52c-4816-7eef-9c7e-5ca293078f53,Caesar sage,1000.48,,failed,credit,TNIKIU0S0SW9,TNIKIU0S0SW9,7/4/25
01980b61-a453-711b-af82-26281676c788,Caesar sage,13.00,,failed,debit,T4278L8Z4LN8,T4278L8Z4LN8,7/15/25
019f7286-1f14-7993-94a2-3854facdb6a5,Simbilala Yinusa,8000.00,Funding for Deposit to Custom Save savings plan for 17 Jul,success,credit,T8ALY6I6TKBW,T8ALY6I6TKBW,7/18/26
0198bfa3-1c38-7338-bfd8-437b24089d2b,Caesar sage,13.00,,failed,debit,T1YVKQ0OTHI5,T1YVKQ0OTHI5,8/19/25
01993b3b-4a7a-7dd2-8d9c-14927592cd8b,Caesar sage,13.00,,failed,debit,TQGU0T08F7C6,TQGU0T08F7C6,9/12/25
01997e2e-85f9-7996-b5fc-f40ba2eba8ea,Caesar sage,13.00,,failed,debit,T1ZH9K2F6AEX,T1ZH9K2F6AEX,9/25/25
01998fe3-58c2-7ff7-aa5a-13b5166ad664,Profile,40.00,450,success,debit,TAUE549NFER7,TAUE549NFER7,9/28/25
01998fe3-58d5-7ff7-aa5a-2070948f9183,Profile,10.00,450,success,debit,TAUE549NFER7,TAUE549NFER7,9/28/25
019a224e-7edd-7007-b86e-fbdafae950f7,Another Demi,5000.00,Deposit to Sweet savings plan,processing,debit,TDIJEFQPY2SP,TDIJEFQPY2SP,10/26/25
01972202-e160-7446-9704-14a971a62f4f,Profile,10000.00,,success,debit,T45M6DD31YVE,T45M6DD31YVE,5/30/25
01981087-f6a8-766c-ae89-5ffcfd96909c,Profile,30.00,,failed,debit,TUGGAP2K25MJ,TUGGAP2K25MJ,7/16/25
01974fa3-46a1-7dd2-aabf-2f9dc08d56ef,Caesar sage,4000.00,,failed,credit,TN2VGPOMGF3Q,TN2VGPOMGF3Q,6/8/25
0196aeeb-c0ba-7ee1-8c8a-d66cee6d39d6,Friesen - Keeling,10.00,,failed,credit,T91B08OZNR97,T91B08OZNR97,5/8/25
01970247-7dc5-7ccc-992b-59dd7d086db8,Friesen - Keeling,10000.00,WITHDRAWAL,success,debit,911,911,5/24/25
01977f9c-5b3c-755f-886f-657b1dd3693d,Friesen - Keeling,500.21,,failed,credit,TN7160HTR01L,TN7160HTR01L,6/17/25
01981087-fc26-766c-ae89-69079b65ab36,Caesar sage,13.00,,failed,debit,TVJJBIVW8JE7,TVJJBIVW8JE7,7/16/25
01977f9c-7dcf-755f-886f-741ecfa229a7,Friesen - Keeling,20082.19,,failed,credit,TS3CV4ECDC3H,TS3CV4ECDC3H,6/17/25
01977f9c-a05f-755f-886f-852d19f9aa8b,Profile,10041.10,,failed,credit,TNCD6XQ5UFCA,TNCD6XQ5UFCA,6/17/25
01981087-fd4a-766c-ae89-7f27e3d17656,Caesar sage,13.00,,failed,debit,TJGOXDX3R7J4,TJGOXDX3R7J4,7/16/25
01977f9c-ba28-755f-886f-95dbf785e8e8,Friesen - Keeling,0.00,,failed,credit,T2Y11JDYL3GA,T2Y11JDYL3GA,6/17/25
01977f9c-db29-755f-886f-a0cea3302413,Friesen - Keeling,500.00,,failed,credit,TMW0T7WRVR4L,TMW0T7WRVR4L,6/17/25
0198bfa3-8f97-7338-bfd8-634dfa951f77,Caesar sage,13.00,,failed,debit,T1VME5G09BI0,T1VME5G09BI0,8/19/25
01977f9c-f6cf-755f-886f-b69fceeb1d5d,Profile,21086.30,,failed,credit,TT6GHWW9JOJK,TT6GHWW9JOJK,6/17/25
01977f9d-7141-755f-886f-f6ed76185ca7,Friesen - Keeling,0.00,,failed,credit,TJZW32SQV554,TJZW32SQV554,6/17/25
01977f9d-9152-755f-8870-009420cf1d99,Friesen - Keeling,0.00,,failed,credit,TI7BRWIPOU56,TI7BRWIPOU56,6/17/25
01977f9d-b41f-755f-8870-13df6cf9c140,Friesen - Keeling,0.00,,failed,credit,T58QMXU0GPQO,T58QMXU0GPQO,6/17/25
01977f9d-d4f0-755f-8870-22c1401d8310,Friesen - Keeling,500.21,,failed,credit,TTGSLU0TKJEW,TTGSLU0TKJEW,6/17/25
0197d52c-bca1-7eef-9c7e-77e92d6d23aa,Caesar sage,1000.48,,success,credit,T7846YUUPR7T,T7846YUUPR7T,7/4/25
01963e43-22bd-7003-bb73-1fd770ffc1e1,Friesen - Keeling,2300.00,Dispute resolved for transaction TSG6LQIKJIW7,success,credit,TSG6LQIKJIW7,TSG6LQIKJIW7,4/16/25
0196af2d-5650-7ffc-8345-84cf1048c87e,Profile,300.00,,success,debit,TMVUG8AU366Q,TMVUG8AU366Q,5/8/25
01972234-caaf-7446-9704-a996015e8572,Profile,5000.00,,success,debit,TQWZNTS7075J,TQWZNTS7075J,5/30/25
019815ae-5583-7442-ad83-662307d2ac24,Profile,30.00,,failed,debit,TP7XNUHLL2FY,TP7XNUHLL2FY,7/17/25
01975018-787b-7668-b9cc-5a7de79d5c8b,Caesar sage,10040.00,,success,credit,TX76U9AELTU4,TX76U9AELTU4,6/8/25
01977f9e-05b5-755f-8870-3614d8985d82,Friesen - Keeling,5020.55,,failed,credit,TYYAEWYSXAW9,TYYAEWYSXAW9,6/17/25
019815ae-573d-7442-ad83-7682c3a0ad03,Caesar sage,13.00,,failed,debit,TQ1T3F2MTJG1,TQ1T3F2MTJG1,7/17/25
