Name,Type,Status,Timestamp,last_name,first_name,nin,gender,business-name,random,business_name,email,phone,formState,business-email,business-phone,fields,id-type,id_type,profileId,phone_number,business-types,business_email,business_phone,business_types,business-address,business_address,identification
Profile,personal,active,1/2/25,,,,,,,,,,,,,,,,,,,,,,,,
Azeez-Profile,personal,active,10/5/24,Ibrahim,Azeez,1234567890,,,,,,,,,,,,,,,,,,,,,
Gambo,personal,active,11/19/24,Usman,Gambo,,,,,,,,,,,,,,,,,,,,,,National ID card
Profile,personal,active,1/2/25,,,,,,,,,,,,,,,,,,,,,,,,
Profile,personal,active,1/2/25,,,,,,,,,,,,,,,,,,,,,,,,
Profile,personal,active,1/3/25,,,,,,,,,,,,,,,,,,,,,,,,
Profile,personal,active,1/4/25,,,,,,,,,,,,,,,,,,,,,,,,
Tutu,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,
Tutu,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,
Tonye,personal,active,11/21/24,,,,Male,,,,,,,,,,,,,,,,,,,,
Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,
Tonye,personal,active,11/21/24,,,,Male,,,,,,,,,,,,,,,,,,,,
Tonye,personal,active,11/22/24,,,,Male,,,,,,,,,,,,,,,,,,,,
Gambo,personal,active,11/22/24,,,,Female,,,,,,,,,,,,,,,,,,,,
Tolu,personal,active,11/22/24,,,,Male,,,,,,,,,,,,,,,,,,,,
Profile,personal,active,12/15/24,,,,,,,,,,,,,,,,,,,,,,,,
Sunday Testing,personal,active,1/10/25,,,,,,,,,,,,,,,,,,,,,,,,
Profile,personal,active,12/16/24,,,,,,,,,,,,,,,,,,,,,,,,
Profile,personal,inactive,11/11/24,Ibrahim,Azeez,1234567890,,,,,,,,,,,,,,,,,,,,,
Profile,personal,active,11/15/24,Ibrahim,Azeez,,,,,,,,,,,,,,,,,,,,,,
Azeez-Profile,personal,active,10/5/24,Ibrahim,Azeez,1234567890,,,,,,,,,,,,,,,,,,,,,
,personal,inactive,11/6/24,,,,,,,,,,,,,,,,,07084385638,,,,,,,Driver’s License
Dare Art,personal,active,1/17/25,,,,,,,,,,,,,,,,,,,,,,,,
Profile,personal,active,11/11/24,Ibraheeem,Azeeez,70123456789,Male,Bosco - Weimann,,,azeez@gmail.com,07012345678,,,,,,,,,,,,,,,Voter’s Card
