"ID",Name,Type,Status,Timestamp,gender,business-name,last_name,first_name,business_name,email,phone,formState,nin,business-email,business-phone,identification,id_type,phone_number,business_email,business_phone,business_types,business_address,fields,id-type,profileId,business-types,business-address,random,bvn_phone_mismatch_at
01943b47-7a9a-722f-821b-863144b9a845,Profile,personal,active,1/6/25,,,,,,,,,,,,,,,,,,,,,,,,,
01946915-3c1b-777b-9e0d-1e05fa0b800a,Janet Adefeyisan,personal,active,1/15/25,,,,,,,,,,,,,,,,,,,,,,,,,
019349a8-42e6-799a-9557-292c7fd37909,Profile,personal,active,11/20/24,,,Ibrahim,Azeez,,,,,1234567890,,,,,,,,,,,,,,,,
01934ec6-1a7a-7ee0-b99b-691fc75b5002,Fred,personal,active,11/21/24,,,Teslim,Fred,,,,,,,,,,,,,,,,,,,,,
0193e518-4671-7cc7-a74b-98a1c7c01160,Profile,personal,active,12/20/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a08e-b173-7660-b823-18e086fee121,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a08f-63f6-7660-b823-2deaed737aa9,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a090-cd07-7117-90da-ba3343a70f60,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
01939712-4c77-7884-a6c3-565423973c4e,Profile,personal,active,12/5/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a093-8b81-7117-90da-dd08abf63dd3,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a095-3f18-7117-90db-0fc1389c17cb,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a099-ae41-7117-90db-d395c83c91d5,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a0a3-ae9d-7117-90dc-031534dec3ba,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193ca24-481b-7ee4-a05b-0a82ae1bfdde,Profile,personal,active,12/15/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193bfd5-ef32-7440-ba1f-9a98510f3a6b,Profile,personal,active,12/13/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a164-7c92-7ff7-bc12-7cf968b458c6,Profile,personal,active,12/7/24,,,,,,,,,,random,2348089722636,,,,,,,,,,,,,,
0193a165-1bde-7ff0-91e4-69299f16525d,Profile,personal,active,12/7/24,,,,,,,,,,random,2348089722636,,,,,,,,,,,,,,
0193a174-bd70-7666-8e55-3bbae6ed23ac,Profile,personal,active,12/7/24,,,,,,,,,,random,2348089722636,,,,,,,,,,,,,,
0193b029-eeeb-7226-8749-cb9d917eb1b2,Profile,personal,active,12/10/24,,,,,,,,,,tuesday@yopmail.com,+2348162771727,,,,,,,,,,,,,,
01943b47-b9a4-722f-821b-a78af81cad4a,Profile,personal,active,1/6/25,,,,,,,,,,,,,,,,,,,,,,,,,
0193b330-d4b3-711f-a667-90d0267fc54b,Profile,personal,active,12/11/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193b336-c676-711f-a667-a6554de72422,Profile,personal,active,12/11/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193b62f-6cb9-7880-8111-c44bb525a0a3,Profile,personal,active,12/11/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193badd-8c34-733e-be8f-5116bdb8aaca,Profile,personal,active,12/12/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193bfd5-8204-7440-ba1f-8beedeb9192c,Profile,personal,active,12/13/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193a112-07ea-7001-9dbc-5ac21a493d46,Profile,personal,active,12/7/24,,,,,,,,,,random,2348089722636,,,,,,,,,,,,,,
0193a112-861d-7001-9dbc-6cd252c9521a,Profile,personal,active,12/7/24,,,,,,,,,,random,2348089722636,,,,,,,,,,,,,,
0193a149-c62c-7cca-b969-aaeeff1c0a7c,Profile,personal,active,12/7/24,,,,,,,,,,random,2348089722636,,,,,,,,,,,,,,
0193d533-e522-7ee1-ab27-22c52ba7209d,Profile,personal,active,12/17/24,,,,,,,,,,,,,,,,,,,,,,,,,
01943b5b-29fc-722f-821c-328e073ee2d0,Profile,personal,active,1/6/25,,,,,,,,,,,,,,,,,,,,,,,,,
0193a110-b33d-7001-9dbc-4e705c5ec542,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193d041-f852-7446-abe1-c196a9cb5b8b,Profile,personal,active,12/16/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193e062-9970-7ccf-ae9c-32b8bdd94945,Profile,personal,active,12/19/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193e084-affd-7ccf-ae9d-b3cc5c97a20f,Profile,personal,active,12/19/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193e0af-0b80-7ccf-ae9f-4018e87db0b2,Profile,personal,active,12/19/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193e0b9-5daa-7ccf-ae9f-e974c743104a,Profile,personal,active,12/19/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193e4f1-de0b-7ff7-a93f-7b3c03b8ae55,Profile,personal,active,12/20/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193e518-980d-7cc7-a74b-a873cf7bbbd4,Profile,personal,active,12/20/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193f3a9-61a0-799f-8083-41feb9664061,Profile,personal,active,12/23/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193f3a9-77f3-799f-8083-573b5f6ad991,Profile,personal,active,12/23/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193501b-f150-7bb7-9701-af1273f0740e,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193501c-747f-7bb7-9701-b9887563fc8a,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935022-9680-7bb7-9701-dcb24a70041b,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935026-031d-7bb7-9701-eb52ed6bb25a,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193cfd2-a3fc-766c-bad1-61ea959ff113,Profile,personal,active,12/16/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935027-8901-7bb7-9701-fd6c3ac78a1e,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935028-5d24-7bb7-9702-0b0436df2f0a,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935028-d617-7bb7-9702-1a5faf1a11d7,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935029-6a27-7bb7-9702-2a0acae3c3c6,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193502a-0e65-7bb7-9702-3a08c59cf4e2,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193502c-531d-7bb7-9702-72b3af4dfc93,John,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935047-e06d-7117-98ad-36104b1ff108,Tonyw,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935064-a58a-7117-98ad-a28e774f52b5,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193506e-c5df-7117-98ad-ed68aa991abd,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935086-63da-7117-98ae-17e52eb9f78e,Jerry,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
01935086-e0b0-7117-98ae-202d4b455797,Tonye,personal,active,11/21/24,Male,,,,,,,,,,,,,,,,,,,,,,,,
0193508a-5058-7117-98ae-4b328bc430fa,Tutu,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
019353e7-9e72-7117-98b0-d3ac74983a2a,Tolu,personal,active,11/22/24,Male,,,,,,,,,,,,,,,,,,,,,,,,
019372f4-a1d8-788a-9877-03d2ae64cbc3,Profile,personal,active,11/28/24,,,state,Kogi,,,,,,,,,,,,,,,,,,,,,
0193502a-52c4-7bb7-9702-4be2097b7055,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
019345ef-8a48-788e-98bd-41f5440a850a,Adex,personal,active,11/19/24,,,Praise,Adex,,,,,,,,,,,,,,,,,,,,,
019362fd-77d8-7115-b8e6-6cef774d444c,Gambo,personal,active,11/25/24,Female,,,,,,,,,,,,,,,,,,,,,,,,
01943160-0158-7aa3-86e5-a4a39c7fd056,Profile,personal,active,1/4/25,,,,,,,,,,,,,,,,,,,,,,,,,
01944aed-16e4-7aa6-af87-1410ff4010a6,kenny tee,personal,active,1/9/25,,,,,,,,,,,,,,,,,,,,,,,,,
01936522-8c64-7115-b8ea-83a6d7c5b57c,Profile,personal,active,11/25/24,,,Habeeb,Habeeb,,,,,1234567890,,,,,,,,,,,,,,,,
01936523-4c73-7115-b8ea-9046ec272cc2,Profile,personal,active,11/25/24,,,seun,habeeb,,,,,,,,,,,,,,,,,,,,,
01936608-0fb6-7115-b8ed-957a92369514,Tonye,personal,active,11/26/24,male,,,,,,,,,,,,,,,,,,,,,,,,
01944fb7-468d-7771-a7f3-cd2217791521,Sunday Testing,personal,active,1/10/25,,,,,,,,,,,,,,,,,,,,,,,,,
01942695-762e-7ccf-bd51-c9b489d45610,Profile,personal,active,1/2/25,,,,,,,,,,,,,,,,,,,,,,,,,
01942697-e220-7ccf-bd52-0f5ff9a8791b,Profile,personal,active,1/2/25,,,,,,,,,,,,,,,,,,,,,,,,,
01925d39-f9df-7880-ae6f-43ecd2479db5,Azeez-Profile,personal,active,10/5/24,,,Ibrahim,Azeez,,,,,1234567890,,,,,,,,,,,,,,,,
019343f8-a895-744e-a02d-2e2e91684557,Gambo,personal,active,11/19/24,,,Usman,Gambo,,,,,,,,National ID card,,,,,,,,,,,,,
019428a6-7889-7550-ab06-e01d168449fe,Profile,personal,active,1/2/25,,,,,,,,,,,,,,,,,,,,,,,,,
019428a6-d3ad-7550-ab06-f4d266661f67,Profile,personal,active,1/2/25,,,,,,,,,,,,,,,,,,,,,,,,,
01942b88-3f10-7eea-9486-379af0ace64e,Profile,personal,active,1/3/25,,,,,,,,,,,,,,,,,,,,,,,,,
0193508b-6aa8-7117-98ae-686ed45a840a,Tutu,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193508b-e7bd-7117-98ae-78e442ce9fbe,Tutu,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193508c-7577-7117-98ae-891ae9481f9e,Tonye,personal,active,11/21/24,Male,,,,,,,,,,,,,,,,,,,,,,,,
019350f3-297d-7117-98ae-c9539fb9ef12,Tonye,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
019350f4-14fe-7117-98ae-dbf80f1bdc3c,Tonye,personal,active,11/21/24,Male,,,,,,,,,,,,,,,,,,,,,,,,
01935227-6da7-7117-98af-b04e0119ae82,Tonye,personal,active,11/22/24,Male,,,,,,,,,,,,,,,,,,,,,,,,
019353ba-9e9f-7117-98b0-7033146d0337,Gambo,personal,active,11/22/24,Female,,,,,,,,,,,,,,,,,,,,,,,,
0193ca6b-dccf-7ee4-a05b-ccf4e71723bf,Profile,personal,active,12/15/24,,,,,,,,,,,,,,,,,,,,,,,,,
01932e9e-4432-7445-8d7d-e0bea312d790,Profile,personal,active,11/15/24,,,Ibrahim,Azeez,,,,,,,,,,,,,,,,,,,,,
01925d3a-172c-7880-ae6f-5677776d7c27,Azeez-Profile,personal,active,10/5/24,,,Ibrahim,Azeez,,,,,1234567890,,,,,,,,,,,,,,,,
0193e070-0b52-7ccf-ae9c-da2540f4685f,Profile,personal,active,12/19/24,,,,,,,,,,,,,,,,,,,,,,,,,
01931920-45c0-744d-8f65-61462b00d07a,Profile,personal,active,11/11/24,,,Ibrahim,Azeez,,,,,1234567890,,,,,,,,,,,,,,,,
01947344-70cb-7668-98fb-65816d4ab773,Dare Art,personal,active,1/17/25,,,,,,,,,,,,,,,,,,,,,,,,,
0193cfd0-e23b-766c-bad1-2a1bf5fbdf7a,Profile,personal,active,12/16/24,,,,,,,,,,,,,,,,,,,,,,,,,
0194864b-0c20-7886-8c7e-c00ae02c9260,Gbengah Akindejuh,personal,active,1/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
01948654-bd50-7886-8c7f-07b967726daa,Dev AGMA,personal,active,1/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
01948669-e23b-7886-8c7f-8360b509b2d6,Gbemiga Akindeju,personal,active,1/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
01948dbf-e0b3-7227-9740-beb8f31fda2e,Lara Barry,personal,active,1/22/25,,,,,,,,,,,,,,,,,,,,,,,,,
01948de6-b23d-7227-9742-1acc4ca96139,Destiny Erhabor,personal,active,1/22/25,,,,,,,,,,,,,,,,,,,,,,,,,
01948f7c-9369-7cc6-93de-917e67f20682,Ibrahim Azeez,personal,active,1/22/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194a803-de8e-7dd7-aad1-f133eabe15b0,Fuan Brown,personal,active,1/27/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f525-8877-700c-a1f8-34ad61153116,Esther Samuel,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f529-dc39-700c-a1f9-d37b7309d11a,Hikmat IbrahimBuruji,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f52f-f98e-700c-a1fc-946fec349fc1,Olayemi Victoria,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f535-d096-700c-a1ff-35f35dba6b58,Gabriella Thomas,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f66f-dd4e-766a-8cc1-d8cba1ca965c,Adewunmi Akinsanya,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a624d-140c-7559-a830-fe7887273366,Mile High,personal,active,11/8/25,,,,,,,,,,,,,,,,,,,,,,,,,
019dbb17-6a6e-766c-998b-fbfefb2bdda0,North Quest,personal,active,4/23/26,,,,,,,,,,,,,,,,,,,,,,,,,
019a7963-3a6b-700f-9d87-b880354367cf,Prohaska Libbie,personal,active,11/12/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a033c-b21e-7ff6-8440-3d8f918853c1,Moe Lester,personal,active,10/20/25,,,,,,,,,,,,,,,,,,,,,,,,,
0193033b-3bf2-7aaf-8ef8-4d17c82a18ee,,personal,inactive,11/6/24,,,,,,,,,,,,Driver’s License,,07084385638,,,,,,,,,,,
019d714e-1d63-711c-9ecd-ff8bf43e6897,Demi Ode,personal,active,4/9/26,,,,,,,,,,,,,,,,,,,,,,,,,
019308ee-9025-7cca-a550-970e8dd19d5e,,personal,active,11/7/24,,,Micheal,Olamide,,,,,,hab@gmail.com,1231211211,,,07084385638,,,,,,National ID card,019308ee-9025-7cca-a550-970e8dd19d5e,Sole Proprietorship,Address,,
01931947-9fea-744d-8f66-118c138292e3,Profile,personal,active,11/11/24,Male,Leuschke - Fisher,Ibraheeem,Azeeez,,azeez@gmail.com,07012345678,,70123456789,,,Voter’s Card,,,,,,,,,,,,,
01934f10-9ed7-7ddb-b324-a1477bca0a99,wunmi,personal,active,11/21/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193d016-e485-799e-b92b-0376f5ddd0ae,Profile,personal,active,12/16/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193d847-8b43-7ccb-a48d-22bb4d112bfd,Profile,personal,active,12/18/24,,,,,,,,,,,,,,,,,,,,,,,,,
0193dae2-9a35-7aa3-88d4-2f795215f4f6,Profile,personal,active,12/18/24,,,,,,,,,,,,,,,,,,,,,,,,,
01940e4d-d7bf-7992-b128-94378cf60800,Profile,personal,active,12/28/24,,,,,,,,,,,,,,,,,,,,,,,,,
01941cb1-bb9e-7995-8ecb-4890f6416c4c,Profile,personal,active,12/31/24,,,,,,,,,,,,,,,,,,,,,,,,,
01943b47-545b-722f-821b-647adf6db689,Profile,personal,active,1/6/25,,,,,,,,,,,,,,,,,,,,,,,,,
0199692a-560f-766d-89c1-482162e5a387,Ada Thegirl,personal,active,9/20/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194cd06-ce94-7aa6-acd2-9d2f23e2b3ef,Bogisich Janelle,personal,active,2/3/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194d13c-f7fa-7332-8df6-c93ee35355cf,Ibrahim Azeez,personal,active,2/4/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194d24e-b28b-7bb6-b3fa-744f5cb3d8fb,Fred Brown,personal,active,2/4/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194dae7-8502-733a-b687-63a9990ca43b,Quitzon Marques,personal,active,2/6/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194daed-2b03-733a-b687-929de088ba01,Zedikiah Lee,personal,active,2/6/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194e595-63d1-7ff7-a629-6c4ec9db0c90,Ibrahim Azeez,personal,active,2/8/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f4e3-ec3c-7660-b4ec-f3286a95c01e,Yisau Abdussamad,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f51d-1e1d-700c-a1f6-d6821ac0f191,Zieme Emery,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f525-be20-700c-a1f8-76f0cafc186f,Faith Olaniran,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f527-cf99-700c-a1f9-0001f506848f,Onome Agaje,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f527-d523-700c-a1f9-2c9fbdc14da3,Kachi Victor,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f535-1439-700c-a1fe-7ade5cdd850d,victoria Oladimeji,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f742-00bc-744b-8452-0e4bb37276b8,Favour Elijah,personal,active,2/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194f895-6fc1-7557-9a4f-ea8583c0f882,Clare Zeeyknow,personal,active,2/12/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194fb3d-dc70-7449-904e-6a3ad172f408,Great Frett,personal,active,2/12/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ff66-a716-7aaa-ace5-4332f037eacd,Reel Teslim,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ff70-9608-7aaa-ace6-a62301022fcd,Ibrahim Azeez,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ffa6-d7aa-7aaa-acea-340fe39a6b80,Fuan Teslim,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ffa8-4228-7aaa-acea-cd899e96fa65,Caesar sage,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ffc8-8e8b-7221-b997-f58acfb93004,Fred Frett,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ffdf-a392-7cc6-a4e6-b4fd610ba17e,Ibrahim Azeez,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ffe5-da43-7bb8-b843-17825a8153ff,Ibrahim Azeez,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194ffe7-e224-7bb8-b843-bc858680dfcd,Ibrahim Azeez,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194fff5-b866-7ffd-8a48-785c2f2cbff6,cook Azeez,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0194fffd-02d8-7ffd-8a4a-16ddf6002a67,Hettinger Kari,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0195004a-e944-7ffd-8a4f-0e6ac6a30be4,Jerry Ehanmo,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0195004a-f1c4-7ffd-8a4f-5381e1303a6a,Bukola Makinde,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
0195004c-6841-7ffd-8a4f-bd6ec6186595,Doyin Adebiyi,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
01950051-9759-7ffd-8a50-c943078198e5,Adedeji Olowe,personal,active,2/13/25,,,,,,,,,,,,,,,,,,,,,,,,,
019503f9-15ac-722d-940a-b20eeaf87a6e,connect Ted,personal,active,2/14/25,,,,,,,,,,,,,,,,,,,,,,,,,
01950b95-fadd-7773-bf64-c25a35f527ca,Ezekiel Assurdly,personal,active,2/15/25,,,,,,,,,,,,,,,,,,,,,,,,,
019518d7-b182-788d-b54a-fb8ca1e16592,Kike Loma,personal,active,2/18/25,,,,,,,,,,,,,,,,,,,,,,,,,
019518f2-f8f2-788d-b54c-770d04ef52b7,Lehner Jacques,personal,active,2/18/25,,,,,,,,,,,,,,,,,,,,,,,,,
019518f6-7a6e-788d-b54d-216be28c76d4,Azeez Ibrahim,personal,active,2/18/25,,,,,,,,,,,,,,,,,,,,,,,,,
01951903-dbaf-788d-b54d-d05b5b408f95,Dread Brown,personal,active,2/18/25,,,,,,,,,,,,,,,,,,,,,,,,,
