"ID",Name,Type,Status,Timestamp,business-types,last_name,first_name,nin,rc-number,business-name,business-email,business-address,gender,id_type,rc_number,business_name,business_email,business_phone,business_types,business_address,busines-email,business-phone,id-type
01942b85-61f7-7eea-9485-f3380ce0b8c8,Profile,business,active,1/3/25,Limited Liability Partnership (LLP),,,,0000000,Fail,fraiil@yopmail.com,2 kene street,,,,,,,,,,+23438096578,
0193cfd4-fbfb-766c-bad1-b3ed73fa02ac,Profile,business,active,12/16/24,,,,,,,,,,,,,,,,,,,
01925882-f353-7002-8052-04c8be2c03da,McCullough - Hammes,business,blacklisted,10/4/24,,Ibrahim,Azeez,1234567890,,,,,,,,,,,,,,,
01944b08-75cd-7aa6-af87-e097ce8144e7,Schoen - Crona,business,active,1/9/25,,,,,,Medhurst - Veum,adewunmiakinsanya@gmail.com,,,,,,,,,,,+2348089722636,
0193788f-c403-7aa8-99bc-c6cbb9040a47,wunmi,business,active,11/29/24,,,,,,,,,,,,,,,,,,,
019350f2-b412-7117-98ae-b818ee019326,Tonye,business,active,11/21/24,,,,,,,,,,,,,,,,,,,
01935f10-b4c5-7ee0-a50c-26b2f5a7189d,Gambo Usman,business,active,11/24/24,,,,,,,,,Female,National ID card,,,gamboltd@yopmail.com,08162771727,Sole Proprietorship,Gambo Ltd.,,,
01944fb7-978f-7771-a7f3-dc61c8239dfd,Bayer LLC Personal Account,business,active,1/10/25,,,,,,,,,,,,,,,,,,,
01945244-fe38-7ff5-a664-d50945d2e338,Profile,business,active,1/10/25,Sole Proprietorship,,,,3335455⁶,,,,,,,,,,,,,,
01945a6a-bfee-777c-b0d4-48281c8dc5bf,My business,business,active,1/12/25,,,,,,,adewunmiakinsanya@gmail.com,,,,,,,,,,,+2348089722636,
01945a6b-b74a-777c-b0d4-5ac7ab4bbc67,My business,business,active,1/12/25,,,,,,,adewunmiakinsanya@gmail.com,,,,,,,,,,,+2348089722636,
0194609b-1241-7997-9429-cda3624f41c2,Profile,business,active,1/13/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
01931a97-27a9-744d-8f66-da98d30ba237,wunmi,business,active,11/11/24,,Ajidagba,Rasheedat,,,,,,,,,,,,,,,,
01931a96-fda2-744d-8f66-ccc8701e2f08,wunmi,business,active,11/11/24,,Azeez,Ibrahim,,,,,,,,,,,,,,,,
019318ae-f6fc-744d-8f65-0883158f80cb,wunmi,business,active,11/11/24,,Azeez,Ibrahim,,,,,,,,,,,,,,,,
019261a8-d7a8-7880-ae6f-d0ffeec775a6,Azeez-Business,business,active,10/6/24,,Ibrahim,Azeez,1234567890,,,,,,,,,,,,,,,
0192fce4-cac8-766d-aca7-f29f24fdb4c2,wunmi,business,active,11/5/24,,,,,,,,,1234567890,,,,,,,,,,
019324b5-cc1e-7ee3-88de-a7ae7291f677,wunmi,business,active,11/13/24,,Brown,Adex,,,,,,,,,,,,,,,,
019306e3-0c51-7331-97b6-8e3ef8ad1260,wunmi,business,active,11/7/24,,,,,,,,,,,,,,,,,,,
01930435-40a3-777b-a417-51e2b4610cbc,wunmi,business,active,11/7/24,,,,,,,,,,,,,,,,,,,
0192fd03-bfec-7118-a7b6-495a6ed20efc,wunmi,business,active,11/5/24,,,,,,,,,,,,,,,,,,,
01936288-107e-7115-b8e4-8ea55dbaa2c5,Naima,business,active,11/25/24,,,,,,,,,Female,National ID card,,,naima1905@gmail.com,08162771727,Cooperative (Co-op),Naima.Inc,,,
01946f72-0742-7449-81f7-b70ddb8b2921,Profile,business,active,1/16/25,Sole Proprietorship,,,,Neeem,,,,,,,,,,,,,,
01946f73-3696-7449-81f7-e0172c4b6d5a,Profile,business,active,1/16/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
0194976b-f9a5-7ccf-a603-4562af5cec77,Profile,business,active,1/24/25,,,,,,,adewunmiakinsanya@gmail.com,,,,,,,,,,,+2348089722636,
01948649-ada7-7886-8c7e-99faa21809c9,Profile,business,active,1/21/25,Sole Proprietorship,,,,RC010000,Evely,evely@gmail.com,support@evely.com,,,,,,,,,,+2349030253741,
019486d4-33b9-7886-8c80-55d2ddf2e360,Profile,business,active,1/21/25,Sole Proprietorship,,,,RC3212121121,Mira,mira@gmail.com,test@mira.com,,,,,,,,,,+2347085284790,
01948d87-74fd-7227-973e-a6459a80ecea,Profile,business,active,1/22/25,Partnership,,,,Neem,,,,,,,,,,,,,,
0195fb63-f223-7887-ab30-ce6b407b432c,Pagac Inc Business,business,active,4/3/25,,,,,,,,,,,,,,,,,,,
01948d8c-de4a-7227-973e-f4a4c2a8cd4c,Profile,business,active,1/22/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
01948da3-55d6-7227-973f-ca7009b846f1,Profile,business,active,1/22/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055755671,
0194a7ff-fb69-7dd7-aad1-ae9092fe3eff,Profile,business,active,1/27/25,Limited Liability Partnership (LLP),,,,4567876,Neem,frail@yopmail.com,2 kene stret lagos,,,,,,,,,,+2349138096554,
019491e9-41ae-7cc6-93e0-9924304d62d8,Profile,business,active,1/23/25,Nonprofit Organization,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055755671,
0194b4de-c409-7aaf-88cd-f0217fa0db64,Lynch - Howell Business,business,active,1/30/25,,,,,,,,,,,,,,,,,,,
0194b4e2-810f-7aaf-88ce-06a8cae7404b,Ward - Jast Business,business,active,1/30/25,,,,,,,,,,,,,,,,,,,
0194a7ea-9572-7dd7-aad0-b038e644d727,Profile,business,active,1/27/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055755671,
0194b601-1ed3-7aaf-88d6-bd414dcfe28c,Koepp - Halvorson Business,business,active,1/30/25,,,,,,,,,,,,,,,,,,,
0194b6c5-30a1-7770-bdf4-75d9ad575863,Dickens LLC Business,business,active,1/30/25,,,,,,,,,,,,,,,,,,,
0194b6df-0473-7998-ab21-483ef9eef8ec,"Kessler, Conroy and Padberg Business",business,active,1/30/25,,,,,,,,,,,,,,,,,,,
0194b71a-97ac-777c-b557-54c80931889c,Profile,business,active,1/30/25,Cooperative (Co-op),,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055755671,
0194b7e0-c8be-7bb8-88e2-bac9c622dea2,"Dibbert, Miller and Larson Business",business,active,1/30/25,,,,,,,,,,,,,,,,,,,
0194b87b-a12c-7bb8-88e9-cec69df15839,Nolan Group Business,business,active,1/30/25,,,,,,,,,,,,,,,,,,,
0194ee85-b3f1-722c-b1b2-934000dd3bb1,Profile,business,active,2/10/25,Sole Proprietorship,,,,111111111,Business Test,yisautest@gmail.com,"42 Hughes Avenue, Alagomeji, Yaba",,,,,,,,,,+2348123884097,
0194402c-7d99-7995-a091-6b63da71769b,Profile,business,blacklisted,1/7/25,Partnership,,,,123455,Janne venture,test@jane.co,yhedhhd,,,,,,,,,,+23408023838488,
01930650-201b-7331-97b6-3c0a140ef4a3,Marks - Cronin,business,active,11/7/24,,,,,,,,,,,,,,,,,,,
0194bbe4-40c3-7448-b8f8-3eb770312a8a,Profile,business,active,1/31/25,Sole Proprietorship,,,,,,,,,,,,,,,,,,
0193d023-32fd-799e-b92c-0e2fe7243e14,Profile,business,active,12/16/24,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
0194ddfa-c80d-7eec-9656-182b181ae80c,Profile,business,active,2/7/25,,,,,,,adzino@yopmail.com,,,,,,,,,,,+2348089722636,
0194e005-c7fd-7eec-9657-be9661e9509e,Profile,business,active,2/7/25,Limited Liability Partnership (LLP),,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409055755671,
0194f550-eaa7-700c-a205-c9541ea505b2,Profile,business,active,2/11/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2348163809677,
0194f533-c882-700c-a1fd-a8eb997b576d,Profile,business,active,2/11/25,Sole Proprietorship,,,,0987654321,woman.ng,udeme@woman.ng,Lagos,,,,,,,,,,+2348096560306,
0194dc18-9f42-7eec-964f-4d650385231b,Profile,business,active,2/6/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409055755671,
0194f536-ab1c-700c-a1ff-b0231bb25a86,Profile,business,active,2/11/25,Franchise,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409033362914,
0194f539-6f3d-700c-a201-4b3a6e2e1e0b,Profile,business,active,2/11/25,Limited Liability Partnership (LLP),,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349137494362,
019663f9-56ca-7eec-b094-2c0a99429418,Klocko and Sons Business,business,active,4/23/25,,,,,,,,,,,,,,,,,,,
0194f660-c8b6-766a-8cc1-3417e913911a,Profile,business,active,2/11/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2348089722636,
0194ff9d-8bdb-7aaa-ace9-01c88861d33c,Profile,business,active,2/13/25,Partnership,,,,0000000,Faill,frail@yopmail.com,2 kene street,,,,,,,,,,+23438096654,
0195002a-25e2-7ffd-8a4b-99785b302ffd,Profile,business,active,2/13/25,Corporation,,,,4567876,leep,frill@yopmail.com,2 kene street,,,,,,,,,,+23438094262,
0195002a-3440-7ffd-8a4b-c37eddb6abba,Profile,business,active,2/13/25,Corporation,,,,4567876,leep,frill@yopmail.com,2 kene street,,,,,,,,,,+23438094262,
0195107b-ddd1-7bbe-8a32-c4cf40e8d1a9,Profile,business,active,2/16/25,Nonprofit Organization,,,,1234567890,HooHah,ezekiel+2@assurdly.com,20 Stract Lane,,,,,,,,,,+2348031111111,
0195192b-f785-788d-b551-23aee76199a7,Profile,business,active,2/18/25,Sole Proprietorship,,,,0987654321,women.ng,udeme@women.ng,Lagos,,,,,,,,,,+2348096560306,
0195002b-aa45-7ffd-8a4c-4be7ae1bc266,Profile,business,active,2/13/25,Nonprofit Organization,,,,4567877,Neem,fuan@yopmail.com,2 kene street,,,,,,,,,,+23438092122,
0195002d-3929-7ffd-8a4c-b6da184664ea,Profile,business,active,2/13/25,Limited Liability Partnership (LLP),,,,4567877,pending,fraiil@yopmail.com,2 kene street,,,,,,,,,,+23438092991,
0195002e-9d3f-7ffd-8a4d-2dc4044a2194,Profile,business,active,2/13/25,Cooperative (Co-op),,,,4567876,thank you,frail@yopmail.com,2 kene street,,,,,,,,,,+23438092111,
019528b0-3c46-7330-84a6-9d88496ec6f9,Profile,business,active,2/21/25,Partnership,,,,0000000,ben@yopmail.com,frail@yopmail.com,2 kene stret lagos,,,,,,,,,,+23438096544,
0195193b-e13e-788d-b557-ccc1cd05f425,Profile,business,active,2/18/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23407069375650,
019527e6-9932-7bb6-842c-8fb33421c78c,Profile,business,active,2/21/25,Corporation,,,,0000000,thank you,frail@yopmail.com,2 kene street,,,,,,,,,,+23438096578,
019528b0-2f64-7330-84a6-763dcf0ad5b0,Profile,business,active,2/21/25,Partnership,,,,0000000,ben@yopmail.com,frail@yopmail.com,2 kene stret lagos,,,,,,,,,,+23438096544,
019528aa-b6d7-7330-84a5-95b44b7de053,Profile,business,active,2/21/25,Partnership,,,,0000000,leep,fraiil@yopmail.com,2 kene street,,,,,,,,,,+23438096500,
019528ab-9c46-7330-84a5-ad67f69a5088,Profile,business,active,2/21/25,Partnership,,,,0000000,leep,frar@yopmail.com,2 kene street lagos,,,,,,,,,,+23438096342,
019528ac-1058-7330-84a5-c65f1b7d8872,Profile,business,active,2/21/25,Partnership,,,,0000000,leep,frair@yopmail.com,2 kene street lagos,,,,,,,,,,+23438096678,
019528ad-e893-7330-84a5-debfad654ad6,Profile,business,active,2/21/25,Corporation,,,,0000000,leep,bLL@yopmail.com,2 kene street lagos,,,,,,,,,,+23438096678,
019528ae-3591-7330-84a5-f0f7622c75f4,Profile,business,active,2/21/25,Corporation,,,,0000000,leep,bLL@yopmail.com,2 kene street lagos,,,,,,,,,,+23438096678,
0195f51d-293d-7887-ab16-c1453cf6070a,Goodwin Group Business,business,active,4/2/25,,,,,,,,,,,,,,,,,,,
01953d38-57e0-7776-973b-427d70a3a6c0,Profile,business,active,2/25/25,Partnership,,,,Neem,TestingT,TestingT@mailinator.com,"27, Ayodeji Otegbola street, Gbagada Phase 2",,,,,,,,,,+23407069375650,
01953cbc-cd70-733b-86b3-48c59d42a5b9,Profile,business,active,2/25/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
01951933-2bae-788d-b554-48cde56702cb,Profile,business,active,2/18/25,Sole Proprietorship,,,,0000000,Neem,abisola@assurdly.com,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+23409043973003,
01953d41-0c5b-7776-973d-9bccf329019b,Profile,business,active,2/25/25,Sole Proprietorship,,,,RC123456,Sole Proprietor,olayemi@gmail.com,20 moshood road,,,,,,,,,,+2348032214532,
01953d48-d815-7776-9740-e414debcb832,Profile,business,active,2/25/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
01953d46-beff-7776-973f-f58467bef888,Profile,business,active,2/25/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
01953d44-6f22-7776-973e-e677fb010adf,Profile,business,active,2/25/25,Sole Proprietorship,,,,Neem,Test,Ttesting@mailinator.com,"27, Ayodeji Otegbola street, Gbagada Phase 2",,,,,,,,,,+23407069375622,
01953d39-ebaa-7776-973b-f60a68be2251,Profile,business,active,2/25/25,Partnership,,,,11235643,Veritas logistics ,Veritas@mailinator.com,Lekki Lagos ,,,,,,,,,,+2348054726044,
01953d57-13f1-7776-9749-4c7e70e4cb6f,Profile,business,active,2/25/25,Sole Proprietorship,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2348100000001,
01953d6a-590a-7776-974d-07791b974d9d,Profile,business,active,2/25/25,Sole Proprietorship,,,,Neem,Test Ltd,Hello@mailinator.com,Lagos,,,,,,,,,,+2349137494363,
019546c1-6640-7cce-b24e-a053ce19b954,Profile,business,active,2/27/25,Partnership,,,,4567876,leep,frrl@yopmail.com,2 kene street lagos,,,,,,,,,,+23408135678765,
01955b08-099e-7dd1-9973-4bcd98afe14d,Profile,business,active,3/3/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
0195613a-bf4b-7bb6-afdf-0da85fd6e26f,Profile,business,active,3/4/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349055755671,
019563fc-5692-7bb6-afe3-b50a00d4465e,Profile,business,active,3/5/25,Corporation,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,+2349088388479,
01958134-a144-7bb0-a408-b8b97980ba89,Profile,business,active,3/10/25,Sole Proprietorship,,,,0000000,leep,dreaa@yopmail.com,2 kene street lagos,,,,,,,,,,+23438096599,
01958221-05ff-7bb0-a40a-d26162ea1fa3,Profile,business,active,3/10/25,Partnership,,,,12345433,name,motive.empire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
01958229-cf19-7bb0-a40a-fd80fe27ffc4,Profile,business,active,3/10/25,Limited Liability Partnership (LLP),,,,758735893,Business test 1,example@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
0195825e-7070-7bb0-a40b-52507c708991,Profile,business,active,3/10/25,Partnership,,,,6666666666,Tanzania,examplebusiness@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
01958265-9391-7bb0-a40b-9c9986f5421b,Profile,business,active,3/10/25,Partnership,,,,89458045,Example name,jherfnk@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
019582b2-8c67-7bb0-a40b-f1aa3f269a48,Profile,business,active,3/11/25,Sole Proprietorship,,,,23e23e23,wefsfvsfsda,motive.empfdsaire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
019582bc-de4c-7bb0-a40c-3920bb3121f9,Profile,business,active,3/11/25,Sole Proprietorship,,,,45464665,Example name,motivempire977@gmail.com,Joseph Ogunyemi Street,,,,,,,,,,+23408101259872,
01958491-84b6-7bb0-a40e-1ec3cef04ab1,Profile,business,active,3/11/25,Partnership,,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
01958494-abf2-7bb0-a40e-96cfe34e662d,Profile,business,active,3/11/25,Limited Liability Partnership (LLP),,,,0000000,Neem,hi@neem.co,"LAGOS, NIGERIA, LAGOS, Ibeju-Lekki, LAGOS",,,,,,,,,,,
